Nome_Municipio,UF,Taxa_Alfabetizacao,Pop_Alfabetizada,Populacao_Total,Vulnerabilidade_Real,Vulnerabilidade_Prevista,Score_Previsao,Previsao_Correta,prop_15_19,prop_20_24,prop_25_34,prop_35_44,prop_45_54,prop_55_64,prop_65_mais,prop_brancos,prop_pretos,prop_pardos,prop_amarelos,prop_indigenas,prop_homens,prop_mulheres
Santo Antônio do Monte,MG,95.23,21188,22249,Média,Média,1.0,True,0.0805429457503708,0.09622904400197761,0.18958155422715628,0.18387343251382085,0.15906332868892983,0.14333228459706054,0.14737741022068407,0.6312193806463212,0.06876713560160007,0.2991145669468291,0.0007191334441997393,0.00017978336104993483,0.49170749247157175,0.5082925075284283
Unaí,MG,94.35,65872,69816,Média,Média,1.0,True,0.08725793514380657,0.09971926206027272,0.194812077460754,0.20150108857568466,0.16556376761773806,0.13243382605706427,0.11871204308467972,0.3425002864672854,0.10784060960238341,0.5468946946258737,0.0023347083763034264,0.0004297009281540048,0.49709235705282456,0.5029076429471754
São Bento do Sul,SC,98.28,66270,67432,Baixa,Baixa,1.0,True,0.08404021829398506,0.08939375963934038,0.18964289951358407,0.21308874125044489,0.17393818958358048,0.1345651916004271,0.11533100011863803,0.7989975086012575,0.01840372523431012,0.18124925851227905,0.0007266579665440741,0.0006228496856092063,0.48955985288883613,0.5104401471111638
Morro do Pilar,MG,84.61,2215,2618,Média,Média,1.0,True,0.08174178762414057,0.07448433919022154,0.17188693659281895,0.153170359052712,0.16730328495034377,0.1573720397249809,0.19404125286478227,0.1443850267379679,0.15240641711229946,0.7024446142093201,0.0007639419404125286,0.0,0.487012987012987,0.512987012987013
Santo Ângelo,RS,97.07,61295,63145,Média,Média,1.0,True,0.07630057803468208,0.0888589753741389,0.17691028585002772,0.17380631879008632,0.1625940296143796,0.1523477710032465,0.16918204133343892,0.7714466703618655,0.026637105075619606,0.19919233510174994,0.0006968089318235807,0.0020270805289413253,0.4734658326074907,0.5265341673925094
Tamarana,PR,89.25,7424,8318,Média,Média,1.0,True,0.1041115652801154,0.09437364751142102,0.17961048328925222,0.175522962250541,0.15965376292377975,0.13813416686703534,0.14859341187785524,0.5627554700649194,0.028131762442894927,0.2583553738879538,0.01502765087761481,0.13572974272661698,0.49903823034383266,0.5009617696561673
Luís Gomes,RN,78.21,5575,7128,Média,Média,1.0,True,0.10998877665544332,0.08838383838383838,0.1697530864197531,0.18841189674523007,0.15235690235690236,0.12738496071829405,0.1637205387205387,0.36503928170594835,0.12331649831649831,0.5060325476992144,0.002946127946127946,0.002665544332210999,0.4911616161616162,0.5088383838383839
Itaituba,PA,91.81,83995,91492,Média,Média,1.0,True,0.11787915883355922,0.12948673108031303,0.23672015039566302,0.20072793249683032,0.13642722861015172,0.09965898657806146,0.07909981200542124,0.18702181611507018,0.12037117999387925,0.6782013727976216,0.0011695011585712413,0.013236129934857692,0.5040877890963145,0.4959122109036856
Araçariguama,SP,94.93,15957,16809,Média,Média,1.0,True,0.09887560235588078,0.10559819144505919,0.20227259206377535,0.20173716461419477,0.15795109762627163,0.12517103932417156,0.10839431257064668,0.4576119935748706,0.09310488428817895,0.4449402106014635,0.003212564697483491,0.0011303468380034504,0.4967576893330954,0.5032423106669046
Cabaceiras do Paraguaçu,BA,79.5,10190,12817,Média,Média,1.0,True,0.13052976515565265,0.10681126628696262,0.18569087930092845,0.1928688460638215,0.14870874619645782,0.10852773659982835,0.1268627603963486,0.08410704533042053,0.4051650152141687,0.5090894905204026,0.00015604275571506592,0.0014824061792931263,0.4718732932823594,0.5281267067176406
Formosa do Sul,SC,93.4,2051,2196,Média,Média,1.0,True,0.07285974499089254,0.08424408014571949,0.16939890710382513,0.15072859744990894,0.1616575591985428,0.174408014571949,0.18670309653916212,0.7422586520947176,0.03642987249544627,0.22131147540983606,0.0,0.0,0.5091074681238615,0.49089253187613846
Itapecerica da Serra,SP,95.52,119608,125224,Média,Média,1.0,True,0.09424710918034881,0.10049990417172427,0.1890292595668562,0.20875391298792564,0.17356097872612278,0.12457675844885964,0.10933207691816266,0.41227719925892803,0.1276592346515045,0.4521257905832748,0.006093081198492302,0.0018446943078004217,0.4818325560595413,0.5181674439404587
Santa Cruz da Conceição,SP,96.29,3502,3637,Média,Média,1.0,True,0.06681330767115755,0.06873797085510036,0.12427825130602145,0.18119329117404454,0.1726697827880121,0.1721198790211713,0.21418751718449272,0.7921363761341765,0.026395380808358536,0.17871872422326093,0.0016497113005224085,0.0010998075336816058,0.48721473742095134,0.5127852625790487
Morro Reuter,RS,98.48,5060,5138,Baixa,Baixa,1.0,True,0.06072401712728688,0.06948228882833787,0.15414558193849748,0.18295056442195406,0.17691708836123005,0.17633320358115998,0.17944725574153367,0.926625145971195,0.011872323861424679,0.06091864538731024,0.00019462826002335538,0.00038925652004671076,0.49961074347995327,0.5003892565200467
Luislândia,MG,87.47,4265,4876,Média,Média,1.0,True,0.11361771944216571,0.10151763740771123,0.17904019688269074,0.18703855619360132,0.15237899917965544,0.12551271534044298,0.14089417555373257,0.18232157506152585,0.17391304347826086,0.6413043478260869,0.00020508613617719443,0.002255947497949139,0.5051271534044298,0.4948728465955701
Campinas do Sul,RS,95.77,4300,4490,Média,Média,1.0,True,0.06369710467706013,0.060801781737193764,0.14810690423162584,0.1467706013363029,0.15367483296213807,0.18485523385300667,0.2420935412026726,0.8363028953229399,0.028953229398663696,0.13429844097995547,0.00022271714922048998,0.00022271714922048998,0.4757238307349666,0.5242761692650334
Chiapetta,RS,95.4,3048,3195,Média,Média,1.0,True,0.07167449139280126,0.0676056338028169,0.15492957746478872,0.15805946791862285,0.168075117370892,0.1812206572769953,0.19843505477308293,0.7896713615023474,0.014397496087636933,0.19593114241001566,0.0,0.0,0.4917057902973396,0.5082942097026604
Nova Prata,RS,97.95,20907,21344,Baixa,Baixa,1.0,True,0.06418665667166416,0.07894490254872563,0.18379872563718141,0.20052473763118442,0.15442278860569716,0.15245502248875561,0.1656671664167916,0.8039730134932533,0.04019865067466267,0.15465704647676162,0.00046851574212893553,0.0007027736131934033,0.4830865817091454,0.5169134182908546
Tupanciretã,RS,95.42,15528,16274,Média,Média,1.0,True,0.08817746098070542,0.07926754332063414,0.1562615214452501,0.1781369054934251,0.16443406660931548,0.16025562246528205,0.17346687968538774,0.7507680963500062,0.050755806808406044,0.1978616197615829,0.00018434312400147476,0.0004301339560034411,0.4805210765638442,0.5194789234361559
Presidente Castello Branco,SC,96.94,1363,1406,Média,Média,1.0,True,0.057610241820768134,0.07112375533428165,0.15220483641536273,0.14864864864864866,0.16927453769559034,0.18278805120910385,0.21834992887624466,0.9039829302987198,0.016358463726884778,0.07965860597439545,0.0,0.0,0.5049786628733998,0.4950213371266003
Piripiri,PI,80.82,42173,52179,Média,Média,1.0,True,0.09239349163456563,0.10237835144406754,0.18614768393414977,0.19266371528775944,0.15362502156039787,0.12773337932884876,0.145058356810211,0.24312462868203683,0.0954023649360854,0.6468694302305525,0.0015331838479081623,0.013070392303417083,0.4783916901435443,0.5216083098564557
Gado Bravo,PB,74.85,4741,6334,Média,Média,1.0,True,0.09614777391853489,0.09630565203662772,0.19292706030944112,0.1831386169876855,0.15029996842437637,0.12156615093148089,0.15961477739185348,0.3901168298073887,0.0478370697821282,0.5617303441742975,0.0,0.00031575623618566466,0.4917903378591727,0.5082096621408273
Nova Canaã Paulista,SP,94.22,1663,1765,Média,Média,1.0,True,0.07025495750708215,0.06402266288951841,0.10198300283286119,0.15637393767705382,0.1660056657223796,0.17790368271954674,0.26345609065155806,0.6141643059490085,0.055524079320113315,0.3263456090651558,0.00396600566572238,0.0,0.49575070821529743,0.5042492917847026
Taió,SC,97.07,14439,14875,Média,Média,1.0,True,0.08094117647058824,0.0827563025210084,0.18507563025210083,0.18971428571428572,0.16208403361344537,0.14473949579831932,0.1546890756302521,0.855327731092437,0.020638655462184873,0.12309243697478991,0.0003361344537815126,0.0006050420168067227,0.4972773109243698,0.5027226890756302
Arceburgo,MG,92.55,7079,7649,Média,Média,1.0,True,0.08105634723493267,0.0813178193227873,0.16407373512877502,0.18237678127859852,0.15884429337168257,0.1567525166688456,0.17557850699437835,0.6275330108510917,0.04837233625310498,0.3230487645443849,0.0010458883514184861,0.0,0.498104327363054,0.501895672636946
Itapuã do Oeste,RO,90.31,5724,6338,Média,Média,1.0,True,0.10949826443673083,0.10366046071315872,0.1937519722309877,0.2008520037866835,0.15809403597349322,0.12780056800252446,0.10634269485642159,0.23193436415272956,0.10129378352792678,0.6636162827390344,0.001104449353108236,0.0020511202272010098,0.5213000946670874,0.47869990533291257
Santo Antônio do Pinhal,SP,95.67,5628,5883,Média,Média,1.0,True,0.07751147373788883,0.0861805201427843,0.15570287268400476,0.1885092639809621,0.17117117117117117,0.1691313955464899,0.15179330273669897,0.7899031106578276,0.024307326194118645,0.17083120856705764,0.0135985041645419,0.00135985041645419,0.49906510283868777,0.5009348971613122
João Alfredo,PE,74.28,16522,22243,Média,Média,1.0,True,0.091624331250281,0.09427685114418019,0.17965202535629188,0.19714067347030526,0.15362136402463697,0.12498314076338624,0.15870161399091848,0.36986917232387717,0.06928022299150295,0.5596816976127321,0.0006294115002472688,0.0005394955716405161,0.46796745043384436,0.5320325495661556
Acaiaca,MG,89.9,2901,3227,Média,Média,1.0,True,0.08057018903005887,0.07964053300278896,0.1540130151843818,0.1732259064146266,0.17043693833281687,0.15804152463588472,0.18407189339944222,0.17291602107220327,0.24295010845986983,0.5825844437558103,0.0,0.0015494267121165168,0.4775333126743105,0.5224666873256895
Xangri-lá,RS,97.99,12790,13052,Baixa,Baixa,1.0,True,0.08320563898253142,0.08665338645418327,0.17116150781489428,0.18977934416181427,0.15330983757278577,0.14848299111247318,0.1674072939013178,0.8417100827459393,0.05171621207477781,0.10534783941158443,0.00045969966288691386,0.0007661661048115232,0.4844468280723261,0.5155531719276739
Piacatu,SP,92.93,4256,4580,Média,Média,1.0,True,0.0685589519650655,0.08078602620087336,0.161353711790393,0.18820960698689956,0.15633187772925763,0.1646288209606987,0.18013100436681223,0.5368995633187773,0.05152838427947598,0.40262008733624455,0.008078602620087336,0.0008733624454148472,0.4949781659388646,0.5050218340611353
Bodocó,PE,76.98,20327,26407,Média,Média,1.0,True,0.11803688415950316,0.1084560911879426,0.1921838906350589,0.18926799712197523,0.14545385693187413,0.11443935320180255,0.13216192676184346,0.20937630173817548,0.06903472564092854,0.7207558601885864,0.00045442496307797174,0.0003786874692316431,0.4948309160449881,0.5051690839550119
Claraval,MG,93.65,3596,3840,Média,Média,1.0,True,0.08255208333333333,0.08671875,0.16536458333333334,0.17630208333333333,0.15807291666666667,0.15520833333333334,0.17578125,0.5333333333333333,0.032552083333333336,0.4322916666666667,0.0018229166666666667,0.0,0.5203125,0.4796875
Dom Silvério,MG,93.08,4168,4478,Média,Média,1.0,True,0.06744082179544439,0.07503349709691827,0.15319338990620812,0.1543099598034837,0.1656989727556945,0.16636891469405984,0.21795444394819116,0.4368021438142028,0.1319785618579723,0.4287628405538187,0.002009825815096025,0.00044662795891022776,0.47565877623939257,0.5243412237606074
Atalaia,PR,94.84,3195,3369,Média,Média,1.0,True,0.06470762837637281,0.06708222024339566,0.15345799940635205,0.168002374591867,0.1840308696942713,0.1703769664588899,0.1923419412288513,0.6322350845948352,0.05075690115761353,0.3113683585633719,0.005342831700801425,0.00029682398337785694,0.5283466904125853,0.47165330958741464
Guaimbê,SP,92.83,4144,4464,Média,Média,1.0,True,0.08691756272401434,0.08490143369175628,0.162410394265233,0.18346774193548387,0.15681003584229392,0.1507616487455197,0.17473118279569894,0.40860215053763443,0.07280465949820789,0.48812724014336917,0.03046594982078853,0.0,0.4899193548387097,0.5100806451612904
Paramirim,BA,82.6,13907,16837,Média,Média,1.0,True,0.07976480370612342,0.08944586327730593,0.1717645661341094,0.19659084159885964,0.1564411712300291,0.13405000890895052,0.17194274514462196,0.32719605630456733,0.1374354101086892,0.5341806735166598,0.0005345370315376849,0.0006533230385460593,0.49314010809526637,0.5068598919047336
Frei Gaspar,MG,80.44,3587,4459,Média,Média,1.0,True,0.10405920610002242,0.08409957389549226,0.16102265081856917,0.18120654855348733,0.16034985422740525,0.14823951558645437,0.16102265081856917,0.16483516483516483,0.16326530612244897,0.6710024669208343,0.0006727965911639381,0.00022426553038797938,0.5068400986768333,0.4931599013231666
Palestina de Goiás,GO,88.76,2274,2562,Média,Média,1.0,True,0.0741608118657299,0.07181889149102264,0.15027322404371585,0.17135050741608118,0.1873536299765808,0.18266978922716628,0.16237314597970337,0.36143637782982047,0.05425448868071819,0.5804059328649492,0.00351288056206089,0.00039032006245121,0.509367681498829,0.49063231850117095
General Carneiro,PR,91.5,7825,8552,Média,Média,1.0,True,0.10231524789522918,0.10757717492984098,0.17703461178671656,0.17329279700654818,0.17224041159962583,0.1391487371375117,0.1283910196445276,0.5325070159027128,0.04864359214218896,0.4152245088868101,0.00035079513564078576,0.003274087932647334,0.4997661365762395,0.5002338634237605
Aliança,PE,78.28,21998,28101,Média,Média,1.0,True,0.10611722002775702,0.09782570015301946,0.17454894843599872,0.19700366534998753,0.15807266645315113,0.13209494324045407,0.13433685633963205,0.2526956336073449,0.1360093946834632,0.6101562221984983,0.000676132521974307,0.00046261698871926266,0.47905768477990107,0.5209423152200989
Martinópole,CE,78.14,6599,8445,Média,Média,1.0,True,0.11663706335109532,0.11415038484310243,0.22190645352279456,0.1763173475429248,0.1424511545293073,0.10408525754884547,0.12445233866193013,0.2053285968028419,0.08111308466548253,0.7110716400236826,0.0016577856719952634,0.0008288928359976317,0.4924807578448786,0.5075192421551213
São Jerônimo da Serra,PR,85.48,7329,8574,Média,Média,1.0,True,0.09330534173081409,0.08770702122696525,0.16783298343830183,0.1702822486587357,0.16421740144623279,0.15477023559598788,0.16188476790296244,0.5475857242827152,0.04058782365290413,0.3122229997667366,0.009213902495917891,0.09038954980172614,0.5122463261021694,0.48775367389783064
Barra de Guabiraba,PE,74.96,7136,9520,Média,Média,1.0,True,0.10903361344537815,0.11460084033613445,0.19842436974789915,0.19558823529411765,0.15472689075630253,0.11397058823529412,0.11365546218487395,0.3667016806722689,0.06544117647058824,0.5678571428571428,0.0,0.0,0.49779411764705883,0.5022058823529412
Ribeiro Gonçalves,PI,83.29,3923,4710,Média,Média,1.0,True,0.11889596602972399,0.1040339702760085,0.20955414012738854,0.18237791932059447,0.13927813163481953,0.12547770700636943,0.12038216560509554,0.18853503184713377,0.14777070063694267,0.6628450106157112,0.0,0.0008492569002123143,0.510828025477707,0.489171974522293
Prudentópolis,PR,94.62,37616,39756,Média,Média,1.0,True,0.08904316329610625,0.08733272965087031,0.17491699366133415,0.1877955528725224,0.17139551262702485,0.14264513532548545,0.1468709125666566,0.7728393198510917,0.01710433645235939,0.20917597343797162,0.0006036824630244491,0.0002766877955528725,0.5077724117114398,0.4922275882885602
Igreja Nova,AL,72.02,11784,16363,Média,Média,1.0,True,0.10572633380187008,0.0975982399315529,0.18957403899040517,0.1950742528876123,0.15767279838660392,0.12259365641997189,0.13176067958198373,0.23351463668031536,0.10218175151255882,0.6633257960031779,0.0004889079019739657,0.0004889079019739657,0.490985760557355,0.509014239442645
São Caitano,PE,77.06,22400,29067,Média,Média,1.0,True,0.10320982557539478,0.10056077338562631,0.19750920287611382,0.193896858980975,0.15756700037843602,0.11831286338459421,0.12894347541885987,0.41793098702996523,0.075205559569271,0.5028726734785152,0.001995389961124299,0.001995389961124299,0.4787215742938728,0.5212784257061273
Francisco Morato,SP,94.88,121909,128493,Média,Média,1.0,True,0.10077591775427455,0.10844948752072098,0.21231506774688116,0.20031441401477124,0.15571276256294117,0.12235685990676536,0.10007549049364557,0.3649148202625824,0.1418131727020149,0.49117850777863387,0.001198508868187372,0.0008949903885814792,0.4816293494587254,0.5183706505412746
Amparo de São Francisco,SE,81.27,1349,1660,Média,Média,1.0,True,0.10542168674698796,0.0891566265060241,0.18493975903614457,0.20783132530120482,0.16265060240963855,0.12530120481927712,0.1246987951807229,0.20060240963855422,0.23433734939759035,0.563855421686747,0.0012048192771084338,0.0,0.4927710843373494,0.5072289156626506
Jaquirana,RS,92.04,2739,2976,Média,Média,1.0,True,0.09643817204301075,0.07661290322580645,0.14684139784946237,0.1502016129032258,0.16801075268817203,0.17540322580645162,0.18649193548387097,0.6868279569892473,0.049059139784946235,0.2614247311827957,0.0016801075268817205,0.0010080645161290322,0.5090725806451613,0.4909274193548387
Ipatinga,MG,96.4,180444,187186,Baixa,Baixa,1.0,True,0.07935956748902162,0.08954729520370114,0.1743826995608646,0.19432543032064364,0.1653115083392989,0.14338679174724606,0.1536867073392241,0.36661395617193593,0.11468806427831141,0.5156315109035933,0.002195677027128097,0.0008707916190313378,0.4695970852521022,0.5304029147478978
Vieirópolis,PB,67.1,2694,4015,Alta,Alta,1.0,True,0.08767123287671233,0.0804483188044832,0.14545454545454545,0.17658779576587796,0.16413449564134497,0.13474470734744706,0.21095890410958903,0.4749688667496887,0.057783312577833125,0.4672478206724782,0.0,0.0,0.5051058530510585,0.49489414694894146
Araçoiaba,PE,80.86,11811,14606,Média,Média,1.0,True,0.1101602081336437,0.11358345885252635,0.20580583321922497,0.20327262768725182,0.15281391209092154,0.11413117896754758,0.10023278104888401,0.20601122826235793,0.1346706832808435,0.6584965082842668,0.0004107900862659181,0.0004107900862659181,0.4833630015062303,0.5166369984937697
Ermo,SC,94.67,1741,1839,Média,Média,1.0,True,0.08210984230560087,0.08428493746601413,0.17781402936378465,0.18270799347471453,0.15225666122892875,0.16150081566068517,0.15932572050027188,0.8374116367591082,0.016856987493202826,0.14410005437737902,0.0,0.0016313213703099511,0.5035345296356716,0.4964654703643284
Maçambará,RS,93.92,3382,3601,Média,Média,1.0,True,0.08025548458761456,0.07831158011663426,0.1624548736462094,0.17328519855595667,0.17245209663982228,0.17078589280755346,0.1624548736462094,0.6192724243265759,0.05415162454873646,0.3257428492085532,0.0,0.0008331019161344071,0.510969175229103,0.489030824770897
Pedregulho,SP,94.0,11852,12609,Média,Média,1.0,True,0.08842889999206915,0.08993576017130621,0.17622333254024902,0.1914505511935919,0.15488936473947182,0.14212070743119995,0.15695138393211197,0.5642794829090332,0.0954080418748513,0.33809183916250296,0.0013482433182647315,0.0008723927353477674,0.4977397097311444,0.5022602902688555
Coronel Martins,SC,89.68,1556,1735,Média,Média,1.0,True,0.07319884726224783,0.08760806916426513,0.15331412103746397,0.15100864553314122,0.17752161383285303,0.18213256484149856,0.17521613832853025,0.7463976945244957,0.019596541786743516,0.23227665706051873,0.0,0.001729106628242075,0.5043227665706052,0.4956772334293948
Santa Mercedes,SP,93.69,2243,2394,Média,Média,1.0,True,0.08187134502923976,0.06725146198830409,0.1620718462823726,0.18379281537176273,0.1683375104427736,0.170843776106934,0.1658312447786132,0.5008354218880535,0.06516290726817042,0.4239766081871345,0.00960735171261487,0.0004177109440267335,0.49415204678362573,0.5058479532163743
Capitão,RS,96.11,2298,2391,Média,Média,1.0,True,0.07820995399414471,0.07904642409033877,0.15976578837306565,0.1672940192388122,0.15014638226683397,0.1589293182768716,0.20660811375993307,0.9104976997072355,0.02132998745294856,0.06733584274362192,0.000836470096194061,0.0,0.506064408197407,0.49393559180259305
Olho d'Água das Flores,AL,79.95,12500,15635,Média,Média,1.0,True,0.10962583946274385,0.11148065238247522,0.19373201151263192,0.19015030380556444,0.15407739047009913,0.1167892548768788,0.12414454748960665,0.2293572113847138,0.08864726574992005,0.6789894467540774,0.0015989766549408379,0.0014070994563479373,0.46913975055964185,0.5308602494403581
Santa Efigênia de Minas,MG,83.62,2716,3248,Média,Média,1.0,True,0.09482758620689655,0.07789408866995073,0.1539408866995074,0.16748768472906403,0.166564039408867,0.1394704433497537,0.1998152709359606,0.229064039408867,0.08559113300492611,0.6810344827586207,0.0021551724137931034,0.0021551724137931034,0.48060344827586204,0.5193965517241379
Chupinguaia,RO,92.64,6440,6952,Média,Média,1.0,True,0.10831415420023015,0.10299194476409666,0.21835443037974683,0.21777905638665132,0.16355005753739932,0.11104718066743383,0.07796317606444189,0.2911392405063291,0.12528768699654774,0.554228998849252,0.00028768699654775604,0.02905638665132336,0.5126582278481012,0.4873417721518987
Livramento,PB,82.04,4390,5351,Média,Média,1.0,True,0.11455802653709588,0.09381424032891049,0.15735376565128015,0.18893664735563445,0.15305550364417866,0.1274528125584003,0.1648290039245001,0.362175294337507,0.08820781162399552,0.5490562511680059,0.00018688095683049897,0.00037376191366099795,0.4853298448888058,0.5146701551111942
Peçanha,MG,84.99,12086,14221,Média,Média,1.0,True,0.09134378735672596,0.09718022642570846,0.18128120385345617,0.18824273961043528,0.15209900850854371,0.12812038534561565,0.1617326488995148,0.20961957668237113,0.11834610786864497,0.6714717671049856,0.0004922298009985233,7.031854299978904e-05,0.49511286126151466,0.5048871387384853
Céu Azul,PR,95.14,8650,9092,Média,Média,1.0,True,0.08490981082270127,0.08040035195776507,0.16684997800263968,0.1735591728992521,0.18081830180378355,0.1448526176858777,0.16860976682798065,0.6611306643202816,0.044214694236691596,0.2898152221733392,0.0030796304443466782,0.0017597888253409592,0.4865816102067752,0.5134183897932248
Pimenteiras do Oeste,RO,93.15,1510,1621,Média,Média,1.0,True,0.10240592227020358,0.0795805058605799,0.18877236273904996,0.20172732880937694,0.18260333127698952,0.13695249845774213,0.107958050586058,0.297347316471314,0.18692165330043184,0.5033929673041333,0.004935225169648365,0.007402837754472548,0.5083281924737816,0.49167180752621836
São José do Barreiro,SP,92.14,2860,3104,Média,Média,1.0,True,0.0818298969072165,0.08440721649484537,0.15399484536082475,0.17106958762886598,0.16978092783505155,0.16204896907216496,0.17686855670103094,0.6156572164948454,0.05670103092783505,0.327319587628866,0.0,0.00032216494845360824,0.49162371134020616,0.5083762886597938
Jateí,MS,91.36,2571,2814,Média,Média,1.0,True,0.09097370291400142,0.08031272210376687,0.17199715707178392,0.189410092395167,0.17697228144989338,0.15280739161336176,0.13752665245202558,0.3813077469793888,0.07462686567164178,0.5358919687277897,0.0039090262970859985,0.0042643923240938165,0.5003553660270078,0.4996446339729922
Sapucaia,PA,86.61,3699,4271,Média,Média,1.0,True,0.12432685553734489,0.127370639194568,0.22523999063451183,0.19995317255911965,0.14493092952470146,0.09833762584874736,0.07984078670100679,0.19082182158745026,0.0831187075626317,0.723952236010302,0.0011706860220088973,0.0009365488176071178,0.5036291266682276,0.49637087333177243
Teresina,PI,92.88,646553,696152,Média,Média,1.0,True,0.08960543099782806,0.10360955653363059,0.19854715636814949,0.21060055849871867,0.15846108321171237,0.12275767361151013,0.11641854077845068,0.23843786989048368,0.15499057677059033,0.6040146404808145,0.0011807766120042749,0.001376136246107172,0.4577060756846206,0.5422939243153794
Conquista D'Oeste,MT,91.0,2569,2823,Média,Média,1.0,True,0.10343606092809068,0.09776833156216791,0.19624512929507615,0.19872476089266738,0.17605384342897626,0.10945802337938364,0.11831385051363798,0.3248317392844492,0.10131066241586964,0.5069075451647184,0.002479631597591215,0.06447042153737159,0.49946865037194477,0.5005313496280552
Nossa Senhora de Lourdes,SE,77.22,3827,4956,Média,Média,1.0,True,0.10694108151735271,0.09624697336561744,0.17453591606133978,0.1894673123486683,0.16585956416464892,0.1301452784503632,0.1368038740920097,0.27865213882163037,0.08071025020177562,0.6368038740920097,0.0006053268765133172,0.003228410008071025,0.4953591606133979,0.5046408393866021
Cristinápolis,SE,77.53,9997,12894,Média,Média,1.0,True,0.12719094152318908,0.11338607104079416,0.19288040949278734,0.20241973010702652,0.15782534512176205,0.106561191251745,0.09973631146269583,0.14464091825655342,0.12114161625562277,0.7330541337055995,0.0008531099736311463,0.0003102218085931441,0.4827051341709322,0.5172948658290678
Messias,AL,79.0,9155,11588,Média,Média,1.0,True,0.12038315498791853,0.11365205384880911,0.18173973075595443,0.2015015533310321,0.15447014152571625,0.11744908526061443,0.11080428028995512,0.24818778046254747,0.14817052122885743,0.6009665170866414,0.001380738695201933,0.0012944425267518121,0.46867449085260615,0.5313255091473938
Borba,AM,88.88,20091,22604,Média,Média,1.0,True,0.1622279242611927,0.13356043178198548,0.21965138913466642,0.18766589984073614,0.12356220138028667,0.08520615820208813,0.08812599539904442,0.10400814015218546,0.03928508228632101,0.6827552645549461,0.0008405591930631747,0.17311095381348435,0.5273845337108476,0.47261546628915235
Tamboril do Piauí,PI,73.75,1691,2293,Média,Média,1.0,True,0.10641081552551243,0.0907108591365024,0.18752725686873092,0.18229393807239425,0.17139119058002616,0.13693850850414305,0.1247274313126908,0.18185782817269952,0.10902747492368077,0.7091146969036197,0.0,0.0,0.5189707806367204,0.4810292193632795
Grossos,RN,82.24,6639,8073,Média,Média,1.0,True,0.09042487303356869,0.0853462157809984,0.1989347206738511,0.18939675461414593,0.1654899046203394,0.1496345844171931,0.12077294685990338,0.3001362566579958,0.08856682769726248,0.6112969156447418,0.0,0.0,0.4901523597175771,0.5098476402824229
Santa Fé,PR,93.77,8796,9380,Média,Média,1.0,True,0.07345415778251599,0.07494669509594883,0.16918976545842218,0.1777185501066098,0.16545842217484008,0.16748400852878464,0.17174840085287846,0.5909381663113007,0.050852878464818764,0.35106609808102346,0.0070362473347547975,0.00010660980810234541,0.4782515991471215,0.5217484008528784
Japi,RN,75.38,3012,3996,Média,Média,1.0,True,0.1031031031031031,0.09934934934934934,0.1971971971971972,0.18393393393393392,0.14164164164164164,0.12437437437437437,0.1504004004004004,0.3551051051051051,0.058308308308308306,0.5853353353353353,0.0007507507507507507,0.0005005005005005005,0.48873873873873874,0.5112612612612613
Getulina,SP,94.52,8238,8716,Média,Média,1.0,True,0.06860945387792565,0.08180357962368058,0.19664983937586047,0.2013538320330427,0.15718219366681965,0.1377925653969711,0.15660853602569985,0.44206057824690226,0.08627810922441487,0.45823772372648003,0.01330885727397889,0.00011473152822395595,0.5587425424506655,0.44125745754933454
Novo Mundo,MT,94.7,4663,4924,Média,Média,1.0,True,0.09220146222583266,0.09281072298943949,0.20471161657189277,0.18054427294882208,0.16835905767668563,0.15292445166531277,0.10844841592201462,0.37205523964256704,0.06255077173030058,0.5625507717303005,0.0010154346060113728,0.0018277822908204712,0.5329000812347685,0.4670999187652315
Caetanópolis,MG,95.35,9038,9479,Baixa,Baixa,1.0,True,0.07258149593839013,0.07511340858740373,0.17206456377254983,0.1859900833421247,0.15835003692372612,0.17164257833104757,0.1642578331047579,0.27091465344445614,0.11562401097162148,0.6117733938179133,0.00021099272075113408,0.0014769490452579386,0.49119105390864015,0.5088089460913598
Portelândia,GO,89.03,2353,2643,Média,Média,1.0,True,0.0851305334846765,0.07983352251229663,0.16382898221717745,0.17215285660234583,0.1744230041619372,0.1513431706394249,0.17328793038214152,0.4029511918274688,0.09761634506242906,0.4948921679909194,0.0011350737797956867,0.00340522133938706,0.5088914112750662,0.4911085887249338
Sarapuí,SP,95.67,7969,8330,Média,Média,1.0,True,0.08967587034813926,0.08595438175270108,0.1745498199279712,0.18235294117647058,0.15582232893157263,0.15282112845138054,0.1588235294117647,0.6943577430972389,0.033013205282112844,0.26710684273709484,0.004801920768307323,0.0007202881152460984,0.5044417767106842,0.4955582232893157
Uruçuca,BA,81.42,13546,16638,Média,Média,1.0,True,0.10602235845654526,0.09069599711503787,0.17472051929318427,0.2105421324678447,0.14689265536723164,0.1307849501141964,0.14034138718595984,0.15915374444043756,0.27178747445606444,0.5643106142565212,0.0007813439115278278,0.003966822935448972,0.49092438995071525,0.5090756100492848
Três Ranchos,GO,93.0,2260,2430,Média,Média,1.0,True,0.06707818930041153,0.0662551440329218,0.13621399176954732,0.1662551440329218,0.18559670781893003,0.18724279835390947,0.19135802469135801,0.49465020576131685,0.0551440329218107,0.4477366255144033,0.0012345679012345679,0.0012345679012345679,0.5189300411522634,0.4810699588477366
